FIPS,COUNTYNAME,N1,A00100,A00200,A00900,A01000,A01700,A02300,A02500,A26270,A19300,A19700,A10300,A59660,N59660,A11070
47083,Houston County,3700,173641,128427,6760,3953,21619,4657,7990,1049,316,660,15194,1914,780,948
47085,Humphreys County,8790,447846,324156,14276,18274,53762,8996,22756,5062,1370,2218,42882,4052,1760,2237
47087,Jackson County,5120,212031,154009,9686,7702,22636,7463,9462,2335,409,558,17566,2795,1170,1342
47089,Jefferson County,25820,1401520,922428,53856,62150,141521,38814,62973,49524,6754,14343,143414,10917,4830,6250
47091,Johnson County,7700,331261,214218,13304,11589,40035,9243,17659,19578,1248,2458,31771,3583,1540,1776
47093,Knox County,233060,18550347,11610271,872106,1170253,1162841,276210,592564,1758746,112382,306820,2753510,74642,34190,42306
47095,Lake County,3030,85365,57334,1624,568,8433,2110,4138,1966,0,0,6968,1958,700,797
47097,Lauderdale County,10950,447379,320019,9260,10879,39616,11761,18251,20048,604,2486,37822,7361,2850,3463
47099,Lawrence County,19070,949010,658321,46679,78974,76723,30379,34707,29096,2505,5993,91320,9523,3990,5371
47101,Lewis County,5600,267088,180786,13139,6660,22785,8947,9816,10380,660,1243,26436,2966,1230,1665
47103,Lincoln County,16590,903126,621966,45878,43427,90570,23954,36770,17707,3374,6294,94224,7447,3160,4114
47105,Loudon County,28280,2135555,1199881,88111,143873,292025,30123,144471,62799,18599,28661,271736,8228,3640,5130
47107,McMinn County,25200,1215419,864644,49370,30982,133377,36118,53911,23834,3276,7115,107834,11342,5010,6144
47109,McNairy County,11310,495980,365859,22850,9458,48958,13626,22061,6167,1247,3344,41149,6383,2570,3162
47111,Macon County,10930,467900,357528,25377,14072,29999,14983,15774,7486,985,1148,38222,6107,2590,3743
47113,Madison County,48130,2724137,1869038,120243,186665,210204,55797,109882,100855,13773,39995,327690,27770,11020,13240
47115,Marion County,13690,806308,528336,27802,27035,70002,16650,32304,33289,3428,6570,92195,6343,2770,3184
47117,Marshall County,16770,889719,652335,42193,35098,63109,30717,30779,23439,3412,4260,86247,6733,2940,4035
47119,Maury County,51780,3075853,2189938,169760,130663,235697,86692,124497,80965,20510,27851,327502,18161,8090,11021
47121,Meigs County,5950,299607,212292,10194,7648,32535,8872,13793,6591,1092,1997,27758,2897,1270,1524
47123,Monroe County,21300,1097672,720833,42581,34757,138517,33820,54378,34675,5274,7050,108196,10004,4290,5609
47125,Montgomery County,102000,5460994,4016453,270583,237996,513105,126805,147079,139979,27507,42500,531502,52407,21480,32970
47127,Moore County,3050,190228,132204,7458,5805,16227,3728,8439,2392,696,967,19479,984,430,578
47129,Morgan County,9090,406384,312319,12678,7701,40662,8866,16712,3025,761,1494,33603,4199,1750,2158
47131,Obion County,14580,659646,464553,27880,28993,59384,13583,33483,18337,1308,6546,67755,7942,3180,3905
47133,Overton County,10290,483560,336799,28487,29591,45777,12293,18449,12819,1473,3239,45819,5071,2160,2836
47135,Perry County,3540,158049,106802,9145,3404,15561,5834,6507,4998,252,526,15015,1980,820,1047
47137,Pickett County,2400,109738,68788,6956,4249,14009,2511,6273,2486,264,478,10754,1144,480,560
47139,Polk County,7800,370171,264716,12516,9423,42575,9998,16837,6666,1410,1920,33737,3754,1660,1851
47141,Putnam County,36760,2062104,1359420,135080,122880,168271,44223,83218,109923,9943,24243,246017,15058,6780,8604
47143,Rhea County,14910,744097,525818,27137,21838,77266,21893,34133,14026,2794,4188,66309,7566,3130,4123
47145,Roane County,25890,1560401,1085837,49685,46005,188497,25240,87173,22015,7943,13938,169536,9710,4320,5143
47147,Robertson County,36950,2291401,1612570,106887,160268,147902,46105,70731,60260,12496,23873,257607,13138,5780,8568
47149,Rutherford County,169120,10310731,7808795,569598,394842,610807,279461,277941,284928,75572,102634,1145916,58495,26050,39155
47151,Scott County,8900,369026,279831,16095,6822,26470,13789,13341,10892,748,2453,30101,5950,2330,3002
47153,Sequatchie County,7340,395175,259779,18420,13223,40833,9395,17844,17965,2041,3508,43606,3357,1460,1861
47155,Sevier County,50700,2593369,1640614,159469,148112,222332,117254,114963,158986,12349,23628,300560,21524,9670,11829
47157,Shelby County,460440,30045897,20890013,983778,2759028,1923977,662803,843411,1083122,254271,740832,4206428,331173,118520,148963
47159,Smith County,9550,494674,368775,25257,19084,33078,11647,16621,12423,1613,3433,47854,3967,1720,2412
47161,Stewart County,6260,307336,217811,11969,7542,44025,6361,14733,2429,890,1166,26630,2847,1180,1600
47163,Sullivan County,76790,4286851,2912346,183945,158382,352911,98309,200853,120199,20955,46771,482388,31066,13880,15328
47165,Sumner County,97140,7208820,4924547,423690,521034,441363,146134,238890,359121,67360,113612,1057054,30103,13540,18465
47167,Tipton County,28800,1581280,1213973,41302,21776,153366,27798,56789,35173,5917,12656,152977,14097,5680,7319
47169,Trousdale County,5340,216349,168821,12262,4231,15173,6062,7555,3821,765,867,19666,1985,900,1184
47171,Unicoi County,8110,375830,258003,11935,12918,47664,9423,19421,5412,825,1805,33132,3321,1530,1702
47173,Union County,8750,410549,298368,19480,8125,38941,10104,16564,11556,1775,1698,35690,4863,1970,2664
47175,Van Buren County,2650,114938,76519,6921,2805,14897,3661,5939,2293,539,739,8947,1321,590,707
47177,Warren County,18980,805527,585029,44293,23711,63257,32106,32846,18826,1959,3868,71889,10443,4370,5750
47179,Washington County,62790,3897977,2631471,215433,194317,323831,72401,161723,157633,24434,46857,481845,21611,10340,11328
47181,Wayne County,6870,287199,208633,14648,8259,27133,7984,11027,6872,718,1207,26602,3149,1370,1553
47183,Weakley County,14090,672220,474009,30040,19362,59727,13857,30976,18439,1321,5993,63366,6628,2770,3296
47185,White County,12660,553725,387832,31552,20891,58474,17329,25421,11129,1270,3673,47463,6516,2840,3462
47187,Williamson County,116250,18007368,11182123,1166885,2629263,632843,137254,378339,1191863,300924,400915,3445471,13425,7020,10908
47189,Wilson County,75870,5643525,4081215,303673,313636,368258,113319,192938,164429,53338,66412,698730,19221,9100,12520
48001,Anderson County,26020,999434,740494,22506,39264,116597,30362,43862,13736,4283,7290,90778,12032,4670,6652
48003,Andrews County,7720,527470,427485,12725,12958,24323,20117,10376,8746,2453,5092,56642,3442,1380,2323
48005,Angelina County,39760,1989365,1421201,55812,106122,161578,61258,69735,79220,7939,23654,205447,25310,9500,13517
48007,Aransas County,12260,778162,426516,34423,69785,82512,22478,40659,29035,5415,6015,103732,5424,2350,2585
48009,Archer County,4100,281854,193985,8645,18845,23192,4788,10589,22313,1314,2910,34726,1193,520,892
48011,Armstrong County,920,55687,39686,2206,1586,5284,626,2159,1896,0,0,7065,267,130,183
48013,Atascosa County,23390,1157306,848668,32297,27655,98211,47084,29829,14995,4402,6482,114390,15591,5780,8489
48015,Austin County,15100,1013510,680008,34994,64910,78273,21596,41792,62181,8799,11859,131634,6592,2610,3888
48017,Bailey County,2770,128142,92153,4931,4866,6559,1756,4483,6509,0,950,13595,1985,690,1272
48019,Bandera County,11160,692690,408059,28139,45727,98420,14556,38096,29124,5949,6658,85470,3845,1720,2158
48021,Bastrop County,45200,2613022,1788441,136842,108253,239303,68348,90054,83662,18887,17573,274794,19833,7920,14737
48023,Baylor County,1520,79482,52410,6318,4102,7555,1421,3604,3643,0,436,9522,761,310,433
48025,Bee County,13400,506534,383567,1104,15251,50967,24036,16743,6834,1244,2925,46749,7847,2970,3907
48027,Bell County,172300,9098825,6751964,210991,290067,947263,242818,263841,296615,50075,91058,902580,102523,39390,61080
48029,Bexar County,968670,62884590,42521131,1785961,6705872,4638250,1888219,1505022,1990104,496279,1008133,8117668,512828,204650,274870
48031,Blanco County,6260,532001,298510,19146,60191,52495,6581,24172,34629,6442,8881,78679,1601,770,968
48033,Borden County,260,23640,11020,15,437,1376,0,713,-206,0,0,4101,79,30,52
48035,Bosque County,8570,501469,324860,15104,36312,51360,10699,23129,13897,2169,5021,61217,3686,1470,2290
48037,Bowie County,43560,2344098,1580410,68569,99616,238997,63189,81189,132244,10660,31139,258741,26143,9880,12854
48039,Brazoria County,173600,12535851,9989942,144512,326034,793122,394921,310376,395860,119214,174684,1492560,68966,27440,41149
48041,Brazos County,91290,6026366,4147676,200043,393593,399315,125833,183048,303581,46706,98095,768328,40798,15890,24328
48043,Brewster County,4550,269108,158842,10044,24189,26910,6046,10284,-1322,1032,1885,32796,1435,710,766
48045,Briscoe County,620,45426,20087,597,1972,3216,297,1667,3356,0,0,5674,288,130,160
48047,Brooks County,3000,95795,76192,682,426,9986,7521,2422,112,0,0,6303,3376,1150,1411
48049,Brown County,17340,884968,596640,35531,36253,101694,23044,39228,25956,3113,7378,90674,8606,3520,4561
48051,Burleson County,9080,496875,334974,11119,19988,54140,12242,22457,11632,2436,4259,53219,3633,1520,2193
48053,Burnet County,25700,2265362,1159274,94613,294433,194457,27862,96772,213920,21756,34151,358240,8852,3720,5506
48055,Caldwell County,21120,1059117,719447,52657,62519,83699,28732,33064,44788,4311,4926,108649,11705,4550,7925
48057,Calhoun County,9780,555922,429407,2404,22960,41033,15441,20432,7839,1755,4446,60391,4978,2060,2651
48059,Callahan County,6520,352768,244398,10992,20126,36025,7296,12956,10460,1012,2914,36402,2965,1220,1660
48061,Cameron County,189530,7607670,5755747,298642,160426,515377,443297,156635,259393,20029,35161,654777,193743,65190,90306
48063,Camp County,5830,290101,201451,11462,7835,25822,8504,10832,14054,1460,2167,29740,3578,1340,2059
48065,Carson County,2630,170725,125258,2519,4119,14510,2190,6792,5762,246,1308,18526,742,340,516
48067,Cass County,13530,633856,457293,18673,19024,78512,24080,28635,13420,2072,4709,56625,7925,3090,3845
48069,Castro County,3040,163392,104513,3763,10688,6970,1404,4532,25541,155,2955,18716,1892,730,1359
48071,Chambers County,22400,1907703,1456282,3540,100229,104490,52264,46936,78836,18893,24766,236266,7691,3050,5009
48073,Cherokee County,23470,1095329,798697,35375,33268,105646,39436,43222,44780,5445,10516,105312,14604,5380,8570
48075,Childress County,3170,119543,88160,2965,2393,13991,2025,5275,2292,245,842,10586,1245,520,670
48077,Clay County,4890,277312,196130,9813,8948,29972,6317,12056,8559,739,1475,26480,1567,700,957
48079,Cochran County,1180,51450,35217,1407,267,2834,1719,1527,984,0,0,5217,736,280,482
48081,Coke County,1560,82328,58333,1803,3063,9226,1747,3655,1766,0,348,8084,616,260,333
48083,Coleman County,3810,190136,109491,8942,17876,22887,4513,8530,7490,363,1152,25884,1925,790,974
48085,Collin County,514170,55151146,40661038,1496672,4795005,1878318,1048459,1008461,2939187,683368,925571,8670676,117670,52540,77712
48087,Collingsworth County,1210,57488,38448,2363,2162,5079,756,2622,3797,0,226,6816,649,250,365
48089,Colorado County,10390,649507,410720,26632,63530,50390,12255,28180,27754,3717,7368,81007,4833,1860,2790
48091,Comal County,85080,7564606,4791928,259519,455842,761654,131808,281295,474950,109841,95512,1068483,21311,9600,13629
48093,Comanche County,6220,267434,206949,12064,26365,30453,6730,13411,6393,852,2132,29255,3223,1320,1890
48095,Concho County,1150,55113,34688,1963,2768,6765,919,3249,960,0,0,5790,498,200,286
48097,Cooke County,20280,1252621,870593,39548,84132,103375,35898,48133,71957,8506,13524,151313,8530,3390,5747
48099,Coryell County,34390,1420965,1066979,33472,28596,196086,37464,46224,27179,4106,7348,109645,19824,7500,13368
48101,Cottle County,620,22729,17491,943,547,3291,470,1212,-175,0,0,2102,363,160,151
48103,Crane County,2070,120714,96890,2897,707,6056,6691,2634,825,0,358,11233,1061,400,699
48105,Crockett County,1570,91891,62039,2848,3715,6273,3069,2704,5078,0,512,10289,920,340,509
48107,Crosby County,2410,100830,69854,2043,2547,7875,2307,4451,2906,0,765,8711,1844,660,981
48109,Culberson County,1100,50445,41876,991,504,2796,1510,754,0,0,0,4846,707,270,326
48111,Dallam County,3510,237832,129581,5254,9083,6647,1233,4184,75326,451,2540,47110,1365,590,1170
48113,Dallas County,1266240,102957001,66677248,3117836,15031616,3386142,2617598,1670697,6809426,919531,2306793,17352143,650735,255860,396403
48115,Dawson County,5650,260440,174418,4082,11500,14887,8490,9206,5091,367,2421,30517,3154,1200,1838
48117,Deaf Smith County,8080,348229,295442,2472,17628,15325,4454,9425,37928,482,3352,37504,5650,2040,3645
48119,Delta County,2310,107020,83498,3172,4053,14827,2946,4513,177,483,428,9040,1188,470,692
48121,Denton County,445460,41970246,31823791,1022729,2842286,1736600,927684,818016,1998846,586713,628779,6183740,109881,49860,74039
48123,DeWitt County,9280,596353,306511,17179,42617,40620,13877,21902,13177,1397,9620,87876,4673,1810,2601
48125,Dickens County,820,35232,24600,1330,1214,4232,875,1614,486,0,0,3404,411,160,220
48127,Dimmit County,4260,185588,134286,1074,3246,11457,10503,3471,579,255,1012,19597,3739,1350,1761
48129,Donley County,1470,56545,43955,1221,1049,7439,859,2727,874,0,256,4898,752,310,390
48131,Duval County,4760,181372,141282,3116,6517,16853,16619,4388,-1258,252,670,14358,4388,1570,1887
48133,Eastland County,8010,345245,271177,12697,23678,37922,11562,15182,7290,1229,5795,42395,4016,1730,2336
48135,Ector County,74730,4238941,3301151,113641,148848,190444,250476,76086,84877,19624,38832,455687,42505,16760,25969
48137,Edwards County,840,41230,23748,3025,2951,5351,756,2183,1669,0,0,4273,503,180,245
48139,Ellis County,94310,6391871,4930717,148092,210809,455772,144943,170514,258925,73945,105951,715213,37938,15310,25093
48141,El Paso County,414610,18759027,14125987,735224,529051,1365650,808483,354611,687722,90833,123581,1794875,331022,121350,159712
48143,Erath County,17580,942319,660498,35218,85018,88099,26180,33465,45909,5426,14429,110928,7076,3050,4610
48145,Falls County,7890,320396,229219,11576,12592,34369,8274,11524,10800,1024,1830,31611,4366,1710,2482
48147,Fannin County,16290,851118,648858,23718,64324,75794,18594,30519,20377,5741,9978,89495,6523,2760,4318
48149,Fayette County,12570,856229,513593,31662,94905,88989,13106,45111,44164,5875,8875,114408,3915,1590,2430
48151,Fisher County,1570,86293,59876,2141,2388,8503,1154,3954,2139,0,407,8725,599,270,394
48153,Floyd County,2500,124026,79061,1484,4240,8250,2506,5256,10441,0,977,13897,1864,660,1033
48155,Foard County,510,21280,15078,508,790,2091,317,937,0,0,0,2103,279,100,131
48157,Fort Bend County,388340,35386255,26734759,887120,1944608,1519556,942306,735356,2001692,406756,533721,5238748,147264,59810,84887
48159,Franklin County,4670,267476,170786,13621,10447,25013,6353,11106,12142,1894,2841,32635,2297,910,1387
48161,Freestone County,9250,420079,317030,11610,17153,46721,11937,20846,6798,1601,3224,43241,4177,1630,2414
48163,Frio County,7270,299218,230101,2167,12126,19843,12770,6950,3665,1063,2882,29329,5570,2090,2959
48165,Gaines County,8770,469046,323681,46747,22300,17505,12531,7773,47176,1543,4173,58211,4994,1890,4462
48167,Galveston County,164750,12914431,9178803,246614,949010,873145,378209,378012,531046,122608,154753,1784742,66217,27160,35811
48169,Garza County,2330,96554,66437,2313,4146,6893,2916,3531,2811,0,786,9955,999,400,550
48171,Gillespie County,14650,1354529,585246,64087,219390,124082,15640,65870,104595,13573,25011,213362,4155,1810,2635
48173,Glasscock County,620,80310,31733,321,4570,1512,214,1507,10884,0,1549,14640,136,60,87
48175,Goliad County,3450,196785,140977,5692,9013,20626,5851,8153,-497,793,1334,22657,1605,620,770
48177,Gonzales County,9800,512667,344482,17234,21287,36295,11370,17939,16098,1804,4914,59471,6092,2290,3656
48179,Gray County,9450,411016,334064,7189,13009,37513,15114,18472,-1851,774,3898,41867,4707,1790,3064
48181,Grayson County,65920,3984923,2865544,119832,182676,295756,94607,146491,150493,30395,43565,436932,27898,11470,17787
48183,Gregg County,59260,3252691,2302628,50710,162606,225654,118613,113398,98309,27355,48735,382414,33826,13100,19437
48185,Grimes County,14620,770927,542549,16890,40607,74829,24046,29167,33733,6283,7238,87803,6922,2750,3944
48187,Guadalupe County,83660,5383774,3901096,130849,184004,580845,132971,164802,136993,41312,45417,574679,30473,12940,20026
48189,Hale County,14240,605316,449495,17890,43477,42391,15187,19974,16560,1124,7342,58291,9957,3740,5607
48191,Hall County,1310,49902,33885,1216,1020,4287,913,2558,1123,0,0,4789,830,340,428
48193,Hamilton County,3940,249337,134313,10607,30417,25966,3463,10233,16227,728,2392,38386,1726,710,1054
48195,Hansford County,2270,141223,93073,5171,14070,5932,1423,4580,14643,152,1225,17186,895,340,753
48197,Hardeman County,1700,72354,54494,1495,2766,7784,1091,3159,871,0,0,6042,964,360,504
48199,Hardin County,26250,1754374,1321976,22560,40777,127035,58091,61232,63307,9233,19015,191800,10664,4390,5780
48201,Harris County,2188430,160743479,113888312,4629459,13221336,6443349,5710301,3097802,9531415,1440910,2840560,25196097,1214516,466640,682878
48203,Harrison County,30950,1660962,1244317,33985,54767,141710,58166,59006,46073,11466,21075,168180,17112,6650,9958
48205,Hartley County,2460,120275,87725,5164,16035,5929,367,3644,17288,470,2727,18102,408,260,417
48207,Haskell County,2250,116320,72065,5522,3848,11416,2466,4887,5464,0,611,11762,1138,460,601
48209,Hays County,114870,9336851,6282595,332615,852908,584909,206519,244331,475744,117639,106199,1286276,32378,14760,22250
48211,Hemphill County,1620,112212,66299,4208,13729,5897,1409,4161,9,257,1919,15498,598,230,425
48213,Henderson County,38250,2003310,1355465,73873,112644,200220,62794,91823,69897,12741,19402,223334,21567,8460,11626
48215,Hidalgo County,373400,14572582,11191883,541724,326201,781763,1135575,219153,596323,56809,101856,1283189,416377,134330,200371
48217,Hill County,17190,860612,611571,36424,32535,84012,25840,34917,25503,3047,6382,87732,8666,3420,5201
48219,Hockley County,9870,522615,381443,10421,19779,34945,22581,18204,17854,1509,4258,53097,5568,2150,3211
48221,Hood County,31090,2385270,1358089,73987,203400,265140,50206,128143,125038,21918,33470,311636,10438,4480,6259
48223,Hopkins County,17110,885016,639055,41349,42353,76363,19683,33259,60236,4274,8487,93268,8699,3470,5168
48225,Houston County,10090,391474,276920,11636,17586,51868,10507,21035,13610,1546,3112,37312,5698,2160,2822
48227,Howard County,14230,919218,580159,12977,26305,55867,24124,24179,12679,2235,9498,125568,6911,2770,4084
48229,Hudspeth County,1390,43807,38221,2126,359,4537,1722,1413,387,0,0,3933,1369,470,616
48231,Hunt County,46310,2594034,1948382,86700,65932,219641,72181,86308,79574,16854,24800,257153,22319,9090,13896
48233,Hutchinson County,9130,536676,408082,7082,8913,39610,12907,20031,9457,868,3212,56089,3729,1580,2245
48235,Irion County,750,61468,38713,3566,1493,4284,950,2249,266,0,438,8318,188,80,117
48237,Jack County,3900,179790,137796,7395,6500,16571,5755,6951,942,949,1711,19298,1710,700,1169
48239,Jackson County,7020,411343,295430,7798,16236,31852,9342,14656,18000,895,2569,42795,3284,1270,1985
48241,Jasper County,15280,811780,590749,17603,18674,78660,35415,33705,26952,2714,7186,79578,9137,3470,4501
48243,Jeff Davis County,1000,61433,30095,2189,7101,9093,1058,3858,789,0,623,6865,302,150,174
48245,Jefferson County,114150,6450574,4516309,86484,323640,422006,302611,212139,345371,31802,88812,761981,70026,26270,35597
48247,Jim Hogg County,2130,82145,66779,1336,261,7626,4780,2233,459,0,140,5780,2148,720,953
48249,Jim Wells County,17930,787177,605212,13784,15933,63771,59620,22475,17745,2625,4071,71540,16021,5500,7218
48251,Johnson County,87430,5452016,4088018,166881,165601,381999,142143,157448,203025,43406,62645,584458,36466,14740,23859
48253,Jones County,8770,334924,250353,13010,11695,29738,8785,12894,7144,617,3343,32707,3550,1420,2045
48255,Karnes County,7090,467466,202620,7334,18484,26607,10328,12671,-443,887,8600,82229,3244,1250,1784
48257,Kaufman County,73070,4536804,3567005,104096,133157,289982,125745,106613,154284,43981,54210,464640,35565,13560,23097
48259,Kendall County,22820,2872653,1583346,102394,416800,221454,26671,94780,251068,44093,70565,508553,4945,2220,3232
48261,Kenedy County,160,6580,5447,8,0,0,0,0,0,0,0,534,84,40,0
48263,Kent County,340,18710,12621,678,283,2608,0,708,0,0,0,1764,125,50,68
48265,Kerr County,26720,1857807,897910,96069,236633,213861,28719,106814,81409,12870,39017,249221,10190,4350,5884
48267,Kimble County,2190,115564,66538,6168,8045,13932,1486,5973,4159,328,775,13370,1212,480,529
48269,King County,110,5267,4654,40,0,0,0,0,0,0,0,407,0,0,0
48271,Kinney County,1400,65944,44892,1207,3157,11683,1646,3655,-298,0,216,5750,648,280,346
48273,Kleberg County,13460,667457,486353,9931,23133,63571,26819,19752,27439,1684,3889,66866,9085,3460,4342
48275,Knox County,1500,64260,49209,1489,1926,6855,1632,2923,874,0,135,6394,808,310,501
48277,Lamar County,22640,1165013,836012,30567,53359,104427,33188,42535,83261,4145,12333,124738,12706,4970,6989
48279,Lamb County,5670,252034,192615,7563,10142,16102,4695,8187,2257,267,1324,26725,3501,1350,2176
48281,Lampasas County,10620,639641,395332,22042,32613,97961,11425,26996,41927,3465,6154,70498,4325,1740,2589
48283,La Salle County,2850,154928,80386,-380,13372,8422,6007,2777,1077,273,2723,24074,2094,780,1014
48285,Lavaca County,9930,615931,399410,20774,35617,52644,10260,27047,17713,2553,4010,74855,3784,1470,2301
48287,Lee County,8510,507191,351829,19184,43643,43453,11646,19277,20105,2779,5684,56682,3403,1400,2298
48289,Leon County,8100,400351,301062,14624,13697,51722,10645,22356,8121,2116,4541,43689,3680,1430,2181
48291,Liberty County,42470,2074601,1650702,52688,50362,123073,100561,53487,49461,10503,20558,195444,26717,9530,17992
48293,Limestone County,9950,473594,330589,12419,13700,50872,13194,19689,26122,1464,3521,47592,5876,2300,3396
48295,Lipscomb County,1310,73051,50240,1351,3829,6030,1092,3041,1191,0,646,8735,453,200,366
48297,Live Oak County,5230,295243,191544,6681,15311,29097,9193,12279,3231,1184,3572,35034,2492,1010,1309
48299,Llano County,10530,831402,380286,31649,111988,93673,12340,47867,46673,6965,11342,135258,3533,1570,1943
48301,Loving County,40,4371,2446,0,0,0,0,0,0,0,0,805,0,0,0
48303,Lubbock County,142440,8770795,6044683,250695,647386,540717,200859,256934,547598,52807,142671,1101622,70754,28440,38771
48305,Lynn County,2660,153820,111527,4121,5002,10353,3163,4696,7599,1113,1494,16603,1377,530,880
48307,McCulloch County,3770,171698,109846,7860,10890,18968,5551,7127,5455,343,1147,17288,2146,860,1028
48309,McLennan County,117680,6877979,4838455,235574,352811,510627,162539,225169,367205,42765,98706,793559,61785,24420,35916
48311,McMullen County,420,39043,14284,60,4392,2754,313,1048,-224,0,0,6477,161,60,81
48313,Madison County,6550,292502,203342,7938,11064,27318,7771,10191,29571,1397,3316,33965,3826,1380,2024
48315,Marion County,4450,191551,137647,3956,6029,23001,9789,9261,1566,606,1208,17293,2428,1020,1168
48317,Martin County,2290,252996,119954,5393,15164,6425,3549,4057,12359,352,5806,48902,1087,400,684
48319,Mason County,2200,120823,65430,7367,18594,16243,2008,6913,7439,647,1650,16146,751,330,419
48321,Matagorda County,17010,924155,677726,18706,29785,76543,43682,34385,21982,3147,7384,96060,10445,3990,5429
48323,Maverick County,28630,1049574,823960,47350,8230,53509,98471,12532,17112,1738,2153,70322,29573,10070,14340
48325,Medina County,24170,1462463,1015591,43235,78542,157527,34107,47557,63975,11848,12382,161387,11159,4390,6388
48327,Menard County,920,38608,22597,2190,2510,5501,1012,2346,253,0,0,4059,510,210,257
48329,Midland County,80770,7686412,5207617,181091,658854,242064,201651,120407,-48100,60440,172813,1316744,33850,13670,21367
48331,Milam County,11550,584822,423429,23606,26967,63259,15497,25317,16588,2613,3817,59362,5949,2390,3419
48333,Mills County,2220,117218,71699,4340,10309,16560,1378,6579,5312,376,854,12764,877,390,527
48335,Mitchell County,3420,162557,114523,2633,3488,11987,4476,5147,3138,196,717,17356,1624,640,864
48337,Montague County,9350,502809,357962,17891,28259,51827,15847,22516,11343,2235,4886,53863,4114,1680,2425
48339,Montgomery County,295660,27815266,20000987,745712,1966049,1445336,621729,684593,1331056,322690,464846,4479372,106618,42550,70048
48341,Moore County,9550,456513,420090,5229,18574,19540,6544,10961,-7862,1162,3673,41727,4784,1950,3589
48343,Morris County,5750,262435,183161,4778,11924,26113,12979,11033,3410,729,1408,22992,3864,1480,1890
48345,Motley County,510,21566,13210,1119,966,3170,0,1356,864,0,0,1847,229,100,143
48347,Nacogdoches County,27190,1370476,949222,63188,76018,119634,37094,55023,37521,5087,14225,152896,15662,5970,8789
48349,Navarro County,23630,1180201,859408,39587,46361,102157,34596,42166,24132,5183,10347,123364,15253,5730,9066
48351,Newton County,5410,262190,201379,2589,5972,25810,14924,9160,2460,671,1736,22173,3380,1280,1511
48353,Nolan County,6770,326882,241699,7774,7976,25454,7260,11369,14796,841,2423,32963,4207,1550,2053
48355,Nueces County,165660,9141741,6608128,273718,460536,705894,364778,269006,327889,54756,95697,1073502,98392,37870,47376
48357,Ochiltree County,4260,248192,173355,9563,13514,8910,5849,6455,7565,576,3178,29101,1939,750,1563
48359,Oldham County,980,59750,39604,1350,3680,4065,552,2077,2945,0,493,6556,254,120,195
48361,Orange County,37960,2248689,1737617,31650,49174,179500,95111,80740,42265,8906,21018,224614,19092,7420,9949
48363,Palo Pinto County,13440,756454,488657,26368,35572,62224,23406,26334,32800,4099,8327,90868,7211,2930,4175
48365,Panola County,10480,574335,397494,14265,19715,54731,19603,26302,12374,2364,6620,56841,5616,2180,2982
48367,Parker County,72700,6390285,4399967,204813,519401,458321,111469,179510,414268,74717,94649,920024,21524,9310,14129
48369,Parmer County,4110,187474,162709,4775,15598,9652,1383,6293,-4588,364,2109,19976,2146,800,1658
48371,Pecos County,7300,349723,267868,5067,15484,18267,12279,7359,13352,585,2817,37485,3716,1460,2052
48373,Polk County,29560,1715850,980035,61429,98313,248575,49323,101556,49787,9075,15861,197353,12552,4980,6772
48375,Potter County,54370,2826944,1894862,75895,162320,160672,65484,76800,230382,12543,51765,368326,35237,13560,19195
48377,Presidio County,3880,182316,110194,7517,7381,8710,13948,2882,15969,282,1032,24298,3608,1310,1714
48379,Rains County,5400,292303,194784,10988,14019,36117,6897,14470,12355,1479,1892,30356,2413,1000,1379
48381,Randall County,67150,4938216,3348175,131339,242079,333272,69855,153763,417616,28396,78192,637172,22364,9640,14088
48383,Reagan County,1540,97051,70511,-434,2419,3015,4387,1538,3806,0,472,11539,893,350,575
48385,Real County,1780,95233,49128,5135,3982,15233,1730,6345,3791,578,1004,10466,1032,380,522
48387,Red River County,5650,237761,175071,4185,6688,27129,7549,9773,13499,444,1045,22682,3369,1350,1638
48389,Reeves County,5800,341783,225299,1869,6080,15935,13957,5814,17611,372,2504,48253,3412,1320,1949
48391,Refugio County,3380,162418,121308,1752,4289,14281,6419,6803,2364,486,1141,15641,1956,750,898
48393,Roberts County,380,20515,13774,176,627,2070,0,1200,939,0,0,2331,93,40,52
48395,Robertson County,7990,381222,287402,11124,17082,42210,10700,16496,8743,1838,3520,37542,4808,1810,2619
48397,Rockwall County,52770,5438490,3719397,171662,399874,293569,93189,123953,480490,75779,88887,826681,13740,5650,9455
48399,Runnels County,4770,237429,162070,9615,11582,18411,4556,9591,13494,362,1029,24524,2455,970,1403
48401,Rusk County,22640,1180433,832565,26989,90286,94662,39132,44379,56752,7405,12114,121557,12346,4840,7545
48403,Sabine County,4590,244253,152913,3608,6456,32935,10466,15179,541,661,1118,25856,2195,930,1086
48405,San Augustine County,3490,147302,103579,1845,3866,20110,5944,7898,557,241,1132,12369,2198,820,1041
48407,San Jacinto County,12250,654029,455740,16855,24076,67689,26259,27516,22664,4413,5392,71397,7083,2710,3865
48409,San Patricio County,33260,1854502,1399257,26384,66025,134382,73825,52513,70233,8043,9805,192298,20012,7350,10438
48411,San Saba County,2800,130249,75856,5737,11658,15902,2142,6579,3356,431,966,15171,1428,540,774
48413,Schleicher County,1150,58473,42540,1782,2808,4526,1575,2783,681,0,0,6104,554,230,333
48415,Scurry County,7330,417823,291981,11179,18198,27707,12637,13806,14909,918,3754,47217,3424,1320,2068
